Record_ID,Complaint_ID,Date_Received,Received_Year,Product_Name,Product,Issue,Company,State_Name,Portals,Company_Response_to_Consumer,Timely_Response
7146,571777,10/25/2014,2014,Credit card,Not Specified,Delinquent account,Citibank,VA,Web,Closed with explanation,Yes
7147,571782,10/25/2014,2014,Debt collection,Credit card,Communication tactics,"FirstSource Advantage, LLC",CA,Web,Closed with explanation,Yes
7148,571799,10/25/2014,2014,Credit card,Not Specified,Billing disputes,Capital One,NC,Web,Closed with explanation,Yes
7149,571817,10/25/2014,2014,Credit card,Not Specified,Other,JPMorgan Chase & Co.,LA,Referral,Closed with explanation,Yes
7150,571859,10/25/2014,2014,Credit card,Not Specified,Billing disputes,Citibank,NC,Phone,Closed with explanation,Yes
7151,571893,10/25/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Experian,MO,Web,Closed with non-monetary relief,Yes
7152,571897,10/25/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,MO,Web,Closed with non-monetary relief,Yes
7153,571912,10/25/2014,2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,FL,Referral,Closed with explanation,Yes
7154,571919,10/25/2014,2014,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Wells Fargo & Company,GA,Web,Closed with explanation,Yes
7155,571949,10/25/2014,2014,Credit card,Not Specified,Closing/Cancelling account,Citibank,KS,Web,Closed with explanation,Yes
7156,571952,10/25/2014,2014,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",Bank of America,WA,Phone,Closed with monetary relief,Yes
7157,571954,10/25/2014,2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account","Caliber Home Loans, Inc",CA,Web,Closed with explanation,Yes
7158,571955,10/25/2014,2014,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",MI,Web,Closed with explanation,Yes
7159,571962,10/25/2014,2014,Mortgage,FHA mortgage,"Application, originator, mortgage broker","SunTrust Banks, Inc.",GA,Web,Closed with explanation,Yes
7160,571990,10/25/2014,2014,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Bank of America,TN,Web,Closed with explanation,Yes
7161,571996,10/25/2014,2014,Bank account or service,Other bank product/service,Problems caused by my funds being low,Ditech Financial LLC,NY,Web,Closed with explanation,Yes
7162,572025,10/25/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Mutual Financial Partners,OH,Web,Closed,Yes
7163,572052,10/25/2014,2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",PHH Mortgage,PA,Web,Closed with explanation,Yes
7164,572053,10/25/2014,2014,Debt collection,I do not know,Communication tactics,Allied Interstate LLC,OR,Phone,Closed with non-monetary relief,Yes
7165,572086,10/25/2014,2014,Debt collection,Medical,Disclosure verification of debt,Certified Recovery Inc,WI,Web,Closed with explanation,Yes
7166,572113,10/25/2014,2014,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",Bank of America,SC,Web,Closed with explanation,Yes
7167,572206,10/25/2014,2014,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",PNC Bank N.A.,PA,Phone,Closed with non-monetary relief,Yes
7168,572211,10/25/2014,2014,Money transfers,Domestic (US) money transfer,Fraud or scam,The Western Union Company,Unknown,Phone,Closed with explanation,Yes
7169,572237,10/25/2014,2014,Credit card,Not Specified,Late fee,Capital One,MS,Web,Closed with monetary relief,Yes
7170,572259,10/25/2014,2014,Mortgage,Other mortgage,Other,Bank of America,GA,Referral,Closed with explanation,Yes
7171,572279,10/25/2014,2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,FL,Web,Closed with explanation,Yes
7172,572302,10/25/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,OR,Web,Closed with non-monetary relief,Yes
7173,572306,10/25/2014,2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,NJ,Web,Closed with explanation,Yes
7174,572357,10/25/2014,2014,Bank account or service,Other bank product/service,Problems caused by my funds being low,Wells Fargo & Company,AZ,Web,Closed with explanation,Yes
7175,572362,10/25/2014,2014,Credit reporting,Not Specified,Credit reporting company's investigation,"TransUnion Intermediate Holdings, Inc.",CA,Web,Closed with non-monetary relief,Yes
7176,572364,10/25/2014,2014,Debt collection,Federal student loan,Disclosure verification of debt,Performant Financial Corporation,PA,Phone,Closed with explanation,Yes
7177,572373,10/25/2014,2014,Debt collection,Credit card,Communication tactics,Discover,TX,Phone,Closed with explanation,Yes
7178,572398,10/25/2014,2014,Credit reporting,Not Specified,Credit monitoring or identity protection,"TransUnion Intermediate Holdings, Inc.",WA,Web,Closed with explanation,Yes
7179,572405,10/25/2014,2014,Bank account or service,Checking account,"Account opening, closing, or management",Wells Fargo & Company,CA,Phone,Closed with explanation,Yes
7180,572414,10/25/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,FINEX Group LLC,CA,Web,Closed with explanation,No
7181,572425,10/25/2014,2014,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",KS,Web,Closed with non-monetary relief,Yes
7182,572428,10/25/2014,2014,Debt collection,Credit card,False statements or representation,"Portfolio Recovery Associates, Inc.",OH,Web,Closed with non-monetary relief,Yes
7183,572440,10/25/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Experian,NY,Web,Closed with explanation,Yes
7184,572707,10/25/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Sunrise Credit Services Inc.,CA,Fax,Closed with non-monetary relief,Yes
7185,572715,10/25/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",FL,Web,Closed with explanation,Yes
7186,572716,10/25/2014,2014,Mortgage,FHA mortgage,Settlement process and costs,Wells Fargo & Company,NY,Web,Closed with explanation,Yes
7187,572723,10/25/2014,2014,Bank account or service,Checking account,Deposits and withdrawals,Santander Bank US,PA,Web,Closed with explanation,Yes
7188,572732,10/25/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",WA,Web,Closed with explanation,Yes
7189,572733,10/25/2014,2014,Credit reporting,Not Specified,Credit reporting company's investigation,Experian,TX,Web,Closed with explanation,Yes
7190,572930,10/25/2014,2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ocwen,CA,Web,Closed,Yes
7191,572931,10/25/2014,2014,Bank account or service,Checking account,Deposits and withdrawals,Third Federal Savings & Loan,FL,Referral,Closed with explanation,Yes
7192,572938,10/25/2014,2014,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",Resurgent Capital Services L.P.,MI,Phone,Closed with explanation,Yes
7193,572942,10/25/2014,2014,Mortgage,Other mortgage,"Application, originator, mortgage broker","Select Portfolio Servicing, Inc",NM,Referral,Closed with explanation,Yes
7194,572948,10/25/2014,2014,Consumer Loan,Vehicle loan,Problems when you are unable to pay,"Check into Cash, Inc.",TX,Web,Closed with monetary relief,Yes
7195,571143,10/26/2014,2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,GA,Web,Closed with explanation,Yes
7196,571283,10/26/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",IL,Web,Closed with non-monetary relief,Yes
7197,571285,10/26/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Experian,IL,Web,Closed with non-monetary relief,Yes
7198,571302,10/26/2014,2014,Mortgage,Conventional fixed mortgage,Settlement process and costs,Wells Fargo & Company,MA,Web,Closed with explanation,Yes
7199,572461,10/26/2014,2014,Debt collection,Medical,Communication tactics,Rash Curtis and Associates,CA,Phone,Closed with explanation,Yes
7200,572462,10/26/2014,2014,Credit card,Not Specified,Billing disputes,Amex,FL,Referral,Closed with explanation,Yes
7201,572465,10/26/2014,2014,Credit reporting,Not Specified,Unable to get credit report/credit score,Equifax,NY,Web,Closed with explanation,Yes
7202,572468,10/26/2014,2014,Credit card,Not Specified,Late fee,Capital One,NY,Web,Closed with monetary relief,Yes
7203,572495,10/26/2014,2014,Credit card,Not Specified,Other fee,U.S. Bancorp,NY,Web,Closed with explanation,Yes
7204,572499,10/26/2014,2014,Debt collection,Credit card,False statements or representation,"Brightwater Capital, LLC",CA,Web,Closed with explanation,Yes
7205,572500,10/26/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Experian,GA,Web,Closed with non-monetary relief,Yes
7206,572501,10/26/2014,2014,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase & Co.,SC,Web,Closed with explanation,Yes
7207,572503,10/26/2014,2014,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Bank of America,NY,Web,Closed with explanation,Yes
7208,572513,10/26/2014,2014,Debt collection,Mortgage,Communication tactics,"OneMain Financial Holdings, LLC",FL,Web,Closed with explanation,Yes
7209,572516,10/26/2014,2014,Credit reporting,Not Specified,Unable to get credit report/credit score,Experian,CT,Web,Closed with non-monetary relief,Yes
7210,572520,10/26/2014,2014,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",NJ,Web,Closed with non-monetary relief,Yes
7211,572521,10/26/2014,2014,Student loan,Non-federal student loan,Getting a loan,"Navient Solutions, Inc.",NY,Web,Closed with non-monetary relief,Yes
7212,572523,10/26/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Dynamic Recovery Solutions, LLC",MI,Web,Closed with explanation,Yes
7213,572528,10/26/2014,2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,CA,Web,Closed with explanation,Yes
7214,572534,10/26/2014,2014,Money transfers,International money transfer,Money was not available when promised,UBS Bank,OR,Web,Closed,Yes
7215,572548,10/26/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Convergent Resources, Inc.",OR,Web,Closed with explanation,Yes
7216,572552,10/26/2014,2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",U.S. Bancorp,AR,Web,Closed with non-monetary relief,Yes
7217,572565,10/26/2014,2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,FL,Web,Closed with explanation,Yes
7218,572566,10/26/2014,2014,Debt collection,Auto,Communication tactics,Nissan Motor Acceptance Corporation,VA,Web,Closed with explanation,Yes
7219,572572,10/26/2014,2014,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account","Citizens Financial Group, Inc.",PA,Web,Closed with explanation,Yes
7220,572718,10/26/2014,2014,Bank account or service,Checking account,"Making/receiving payments, sending money",Wells Fargo & Company,TN,Web,Closed with monetary relief,Yes
7221,572932,10/26/2014,2014,Credit card,Not Specified,Delinquent account,HSBC North America Holdings Inc.,IL,Web,Closed with explanation,Yes
7222,573005,10/26/2014,2014,Debt collection,Medical,Cont'd attempts collect debt not owed,"WAKEFIELD & ASSOCIATES, INC.",CO,Web,Closed with non-monetary relief,Yes
7223,573016,10/26/2014,2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Five Lakes Agency,CA,Web,Closed with explanation,Yes
7224,572700,10/27/2014,2014,Debt collection,Medical,Cont'd attempts collect debt not owed,"State Collection Service, Inc.",TX,Web,Closed with explanation,Yes
7225,573228,10/28/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",FL,Postal mail,Closed with explanation,Yes
7226,573526,10/28/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",TX,Postal mail,Closed with explanation,Yes
7227,574934,10/29/2014,2014,Credit card,Not Specified,Overlimit fee,Capital One,TX,Web,Closed with explanation,Yes
7228,574938,10/29/2014,2014,Credit card,Not Specified,Payoff process,Synchrony Financial,FL,Web,Closed with monetary relief,Yes
7229,574946,10/29/2014,2014,Mortgage,Other mortgage,"Application, originator, mortgage broker",U.S. Bancorp,TX,Postal mail,Closed with explanation,Yes
7230,574950,10/29/2014,2014,Credit card,Not Specified,Billing disputes,Bank of America,TX,Referral,Closed with explanation,Yes
7231,574966,10/29/2014,2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure","Select Portfolio Servicing, Inc",OR,Web,Closed with explanation,Yes
7232,574972,10/29/2014,2014,Credit reporting,Not Specified,Credit monitoring or identity protection,Equifax,PA,Web,Closed with explanation,Yes
7233,574996,10/29/2014,2014,Bank account or service,Checking account,Deposits and withdrawals,U.S. Bancorp,CO,Web,Closed with explanation,Yes
7234,575031,10/29/2014,2014,Mortgage,Reverse mortgage,"Application, originator, mortgage broker",Wells Fargo & Company,FL,Phone,Closed with explanation,Yes
7235,575045,10/29/2014,2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",First Tennessee Bank,AZ,Referral,Closed with explanation,Yes
7236,575052,10/29/2014,2014,Consumer Loan,Vehicle loan,Managing the loan or lease,Santander Consumer USA Holdings Inc,WA,Postal mail,Closed with explanation,Yes
7237,575060,10/29/2014,2014,Debt collection,Credit card,Taking/threatening an illegal action,"Cavalry Investments, LLC",CA,Web,Closed with explanation,Yes
7238,575084,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,NY,Web,Closed with non-monetary relief,Yes
7239,575114,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Experian,TX,Postal mail,Closed with explanation,Yes
7240,575141,10/29/2014,2014,Bank account or service,Checking account,Using a debit or ATM card,Wells Fargo & Company,TX,Web,Closed with non-monetary relief,Yes
7241,575370,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Experian,TX,Postal mail,Closed with non-monetary relief,Yes
7242,575373,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",TX,Postal mail,Closed with explanation,Yes
7243,575376,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,TX,Postal mail,Closed with explanation,Yes
7244,575377,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Experian,TX,Postal mail,Closed with explanation,Yes
7245,575424,10/29/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"National Credit Systems,Inc.",NJ,Postal mail,Closed with explanation,Yes
7246,575618,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",FL,Postal mail,Closed with explanation,Yes
7247,575651,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Experian,KY,Postal mail,Closed with non-monetary relief,Yes
7248,575671,10/29/2014,2014,Student loan,Non-federal student loan,Problems when you are unable to pay,Wells Fargo & Company,GA,Web,Closed with explanation,Yes
7249,575682,10/29/2014,2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Ditech Financial LLC,GA,Web,Closed with explanation,Yes
7250,575683,10/29/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Stellar Recovery Inc.,CA,Referral,Closed with explanation,Yes
7251,575723,10/29/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,"Brown and Joseph, Ltd",FL,Referral,Closed with explanation,Yes
7252,575727,10/29/2014,2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,"Blatt, Hasenmiller, Leibsker & Moore, LLC",IN,Referral,Closed with explanation,Yes
7253,575733,10/29/2014,2014,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,"Navient Solutions, Inc.",UT,Web,Closed with explanation,Yes
7254,575743,10/29/2014,2014,Bank account or service,Checking account,Problems caused by my funds being low,The Huntington National Bank,KY,Web,Closed with explanation,Yes
7255,575753,10/29/2014,2014,Credit card,Not Specified,Identity theft / Fraud / Embezzlement,Citibank,Unknown,Web,Closed with monetary relief,Yes
7256,575766,10/29/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Afni, Inc.",GA,Referral,Closed with explanation,Yes
7257,575779,10/29/2014,2014,Credit reporting,Not Specified,Credit monitoring or identity protection,Experian,CA,Referral,Closed with non-monetary relief,Yes
7258,575780,10/29/2014,2014,Credit reporting,Not Specified,Credit monitoring or identity protection,Equifax,CA,Referral,Closed with non-monetary relief,Yes
7259,575785,10/29/2014,2014,Bank account or service,Checking account,Deposits and withdrawals,USAA Savings,AZ,Postal mail,Closed with explanation,Yes
7260,575839,10/29/2014,2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase & Co.,NJ,Web,Closed with explanation,Yes
7261,575930,10/29/2014,2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Flagstar Bank,CA,Web,Closed with explanation,Yes
7262,575939,10/29/2014,2014,Bank account or service,Checking account,"Account opening, closing, or management",Bank of America,PA,Web,Closed with explanation,Yes
7263,575941,10/29/2014,2014,Credit reporting,Not Specified,Credit monitoring or identity protection,Equifax,CA,Referral,Closed with explanation,Yes
7264,575946,10/29/2014,2014,Debt collection,I do not know,Disclosure verification of debt,"WAKEFIELD & ASSOCIATES, INC.",MO,Web,Closed with explanation,Yes
7265,575969,10/29/2014,2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",HSBC North America Holdings Inc.,MA,Phone,Closed with explanation,Yes
7266,575990,10/29/2014,2014,Debt collection,I do not know,Communication tactics,"Navient Solutions, Inc.",TX,Referral,Closed with explanation,Yes
7267,576012,10/29/2014,2014,Bank account or service,Checking account,Deposits and withdrawals,Santander Bank US,NJ,Web,Closed,Yes
7268,576019,10/29/2014,2014,Credit card,Not Specified,Credit determination,Wells Fargo & Company,PA,Phone,Closed with non-monetary relief,Yes
7269,576023,10/29/2014,2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",HSBC North America Holdings Inc.,MA,Web,Closed with explanation,Yes
7270,576035,10/29/2014,2014,Consumer Loan,Personal line of credit,Account terms and changes,Synchrony Financial,MD,Postal mail,Closed with non-monetary relief,Yes
7271,576037,10/29/2014,2014,Mortgage,Other mortgage,Settlement process and costs,FirstBank of Puerto Rico,PR,Web,Closed with explanation,Yes
7272,576040,10/29/2014,2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,"Asset Recovery Solutions, LLC",NY,Referral,Closed with non-monetary relief,No
7273,576051,10/29/2014,2014,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,"Coast Professional, Inc.",TX,Web,Closed with explanation,Yes
7274,576061,10/29/2014,2014,Bank account or service,Checking account,"Account opening, closing, or management",TCF National Bank,IL,Web,Closed with explanation,Yes
7275,576072,10/29/2014,2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Citibank,CA,Web,Closed with explanation,Yes
7276,576079,10/29/2014,2014,Debt collection,Credit card,Communication tactics,"Rausch, Sturm, Israel, Enerson & Hornik, LLC",OK,Referral,Closed with explanation,Yes
7277,576093,10/29/2014,2014,Debt collection,I do not know,False statements or representation,Resurgent Capital Services L.P.,NY,Referral,Closed with non-monetary relief,Yes
7278,576141,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,PR,Web,Closed with non-monetary relief,Yes
7279,576148,10/29/2014,2014,Credit card,Not Specified,Credit determination,Capital One,CA,Web,Closed with explanation,Yes
7280,576164,10/29/2014,2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,Encore Capital Group,CA,Web,Closed with explanation,Yes
7281,576176,10/29/2014,2014,Credit card,Not Specified,Closing/Cancelling account,Wells Fargo & Company,AR,Web,Closed with explanation,Yes
7282,576188,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Capital One,CA,Referral,Closed with explanation,Yes
7283,576194,10/29/2014,2014,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",Ocwen,MD,Web,Closed with explanation,Yes
7284,576221,10/29/2014,2014,Credit reporting,Not Specified,Unable to get credit report/credit score,Equifax,TN,Referral,Closed with explanation,Yes
7285,576254,10/29/2014,2014,Debt collection,Credit card,Communication tactics,Allied Interstate LLC,IN,Phone,Closed with non-monetary relief,Yes
7286,576265,10/29/2014,2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Ocwen,MD,Phone,Closed with explanation,Yes
7287,576274,10/29/2014,2014,Credit card,Not Specified,Advertising and marketing,Synovus Bank,MA,Referral,Closed with explanation,Yes
7288,576277,10/29/2014,2014,Credit card,Not Specified,Closing/Cancelling account,Synchrony Financial,CA,Web,Closed with non-monetary relief,Yes
7289,576292,10/29/2014,2014,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,"ECMC Group, Inc.",NY,Phone,Closed with explanation,Yes
7290,576312,10/29/2014,2014,Bank account or service,Checking account,"Account opening, closing, or management",BB&T Financial,SC,Web,Closed with explanation,Yes
7291,576356,10/29/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,"The CBE Group, Inc.",TX,Web,Closed with explanation,Yes
7292,576362,10/29/2014,2014,Credit reporting,Not Specified,Credit reporting company's investigation,"TransUnion Intermediate Holdings, Inc.",VA,Referral,Closed with non-monetary relief,Yes
7293,576374,10/29/2014,2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Bank of America,MA,Phone,Closed with explanation,Yes
7294,576408,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Experian,FL,Web,Closed with non-monetary relief,Yes
7295,576420,10/29/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,"Franklin Collection Service, Inc.",TX,Web,Closed with monetary relief,Yes
7296,576424,10/29/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,SquareTwo Financial Corporation,TX,Referral,Closed with explanation,Yes
7297,576472,10/29/2014,2014,Credit reporting,Not Specified,Unable to get credit report/credit score,Experian,IL,Referral,Closed with explanation,Yes
7298,576478,10/29/2014,2014,Bank account or service,Checking account,"Account opening, closing, or management",UMB Bank,KS,Web,Closed with explanation,Yes
7299,576481,10/29/2014,2014,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Wells Fargo & Company,AL,Web,Closed with explanation,Yes
7300,576523,10/29/2014,2014,Bank account or service,Checking account,Deposits and withdrawals,Wells Fargo & Company,TX,Phone,Closed with explanation,Yes
7301,576527,10/29/2014,2014,Debt collection,Medical,Disclosure verification of debt,"Commonwealth Financial Systems, Inc.",PA,Web,Closed with explanation,No
7302,576540,10/29/2014,2014,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",Unknown,Web,Closed with explanation,Yes
7303,576560,10/29/2014,2014,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",IL,Web,Closed with explanation,Yes
7304,576570,10/29/2014,2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ocwen,MN,Web,Closed with explanation,Yes
7305,576574,10/29/2014,2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,"PMAB, LLC",KS,Web,Closed with non-monetary relief,Yes
7306,576579,10/29/2014,2014,Debt collection,I do not know,Disclosure verification of debt,The Receivable Management Services Corporation,TX,Referral,Closed with non-monetary relief,Yes
7307,576582,10/29/2014,2014,Credit card,Not Specified,Billing disputes,Wells Fargo & Company,NJ,Web,Closed with monetary relief,Yes
7308,576600,10/29/2014,2014,Debt collection,Credit card,False statements or representation,"Stoneleigh Recovery Associates, LLC",LA,Web,Closed with non-monetary relief,Yes
7309,576634,10/29/2014,2014,Credit card,Not Specified,Other fee,Bank of America,NV,Referral,Closed with explanation,Yes
7310,576645,10/29/2014,2014,Debt collection,Federal student loan,Communication tactics,"Delta Management Associates, Inc.",MN,Web,Closed with explanation,Yes
7311,576648,10/29/2014,2014,Debt collection,I do not know,Communication tactics,"Worldwide Processing Group, LLC",OH,Web,Closed with non-monetary relief,Yes
7312,576675,10/29/2014,2014,Student loan,Non-federal student loan,Problems when you are unable to pay,ACS Education Services,NY,Web,Closed with explanation,Yes
7313,576677,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,Experian,MI,Web,Closed with non-monetary relief,Yes
7314,576689,10/29/2014,2014,Mortgage,Other mortgage,Credit decision / Underwriting,Capital One,LA,Web,Closed with explanation,Yes
7315,576714,10/29/2014,2014,Money transfers,Domestic (US) money transfer,Fraud or scam,U.S. Bancorp,WI,Web,Closed with explanation,Yes
7316,577059,10/29/2014,2014,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",OR,Web,Closed with non-monetary relief,Yes
7317,577074,10/30/2014,2014,Mortgage,Other mortgage,Other,"Select Portfolio Servicing, Inc",GA,Referral,Closed with explanation,Yes
7318,577078,10/30/2014,2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase & Co.,CA,Phone,Closed with explanation,Yes
7319,577091,10/30/2014,2014,Credit card,Not Specified,Closing/Cancelling account,U.S. Bancorp,CA,Web,Closed with monetary relief,Yes
7320,577133,10/30/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,"MRS BPO, L.L.C.",NJ,Referral,Closed with non-monetary relief,Yes
7321,577143,10/30/2014,2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure","Servis One, Inc.",FL,Referral,Closed with explanation,Yes
7322,577147,10/30/2014,2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Residential Credit Solutions,CA,Web,Closed with explanation,No
7323,577153,10/30/2014,2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,"National Credit Systems,Inc.",FL,Referral,Closed with explanation,Yes
7324,577156,10/30/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"I.C. System, Inc.",GA,Web,Closed with explanation,Yes
7325,577164,10/30/2014,2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Encore Capital Group,NJ,Referral,Closed with explanation,Yes
7326,577180,10/30/2014,2014,Bank account or service,Checking account,"Making/receiving payments, sending money","Citizens Financial Group, Inc.",Unknown,Phone,Closed with explanation,Yes
7327,577199,10/30/2014,2014,Bank account or service,Checking account,"Account opening, closing, or management",JPMorgan Chase & Co.,AR,Referral,Closed with explanation,Yes
7328,577207,10/30/2014,2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,IL,Referral,Closed with explanation,Yes
7329,577210,10/30/2014,2014,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Bank of America,MD,Referral,Closed with non-monetary relief,Yes
7330,577219,10/30/2014,2014,Credit card,Not Specified,Other,Bank of America,TX,Referral,Closed with monetary relief,Yes
7331,577227,10/30/2014,2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,KS,Referral,Closed with explanation,Yes
7332,577232,10/30/2014,2014,Bank account or service,Checking account,"Account opening, closing, or management",Wells Fargo & Company,FL,Referral,Closed with explanation,Yes
7333,577238,10/30/2014,2014,Bank account or service,Checking account,"Account opening, closing, or management",Bank of America,WA,Referral,Closed with explanation,Yes
7334,577264,10/30/2014,2014,Bank account or service,Checking account,"Account opening, closing, or management",USAA Savings,NC,Referral,Closed with explanation,Yes
7335,577265,10/30/2014,2014,Bank account or service,Checking account,Deposits and withdrawals,Wells Fargo & Company,DE,Referral,Closed with explanation,Yes
7336,577266,10/30/2014,2014,Bank account or service,Checking account,Deposits and withdrawals,"Citizens Financial Group, Inc.",NY,Referral,Closed with monetary relief,Yes
